model_id,fom,variables,aic,null_aic,delta_aic,null_deviance,residual_dev,dev_explained,MCFaddenPseudoR2,spatial_auc,training_auc,test_auc,toc_auc
249,0.494871384,"dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1032.213541,1135.988787,-103.7752459,1122.878679,1018.213541,104.6651379,0.093211439,0.698994752,0.702794154,0.730129579,0.880797769
250,0.478185187,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1032.586328,1135.988787,-103.4024595,1122.878679,1014.586328,108.2923515,0.09644172,0.677292535,0.710884582,0.705667789,0.774459411
251,0.488759419,"mat_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1032.737995,1135.988787,-103.2507922,1133.988787,1022.737995,111.2507922,0.098105725,0.696732887,0.706996013,0.718275,0.87014297
252,0.484604314,"bn_lingue_87,dis_comunidades_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1032.771765,1135.988787,-103.2170226,1122.878679,1018.771765,104.1069146,0.092714303,0.686232806,0.704434188,0.735460667,0.954488054
253,0.475978385,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,predios_lingue1",1032.815901,1135.988787,-103.172886,1122.878679,1018.815901,104.062778,0.092674997,0.674639443,0.703739155,0.690592797,0.819313778
254,0.478975916,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1032.916833,1135.988787,-103.0719543,1122.878679,1016.916833,105.9618463,0.094366247,0.680662752,0.703062413,0.726430976,0.827153737
255,0.478957517,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1032.94615,1135.988787,-103.0426378,1122.878679,1012.94615,109.9325298,0.097902411,0.678572779,0.713426939,0.701943679,0.775446728
256,0.474029416,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_plant87_lingue,predios_lingue1",1033.023798,1135.988787,-102.964989,1122.878679,1019.023798,103.854881,0.09248985,0.672674631,0.703434316,0.688807265,0.826570363
257,0.491565827,"mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1033.024098,1135.988787,-102.9646893,1133.988787,1021.024098,112.9646893,0.099617113,0.69845083,0.710248026,0.72415,0.864151484
258,0.469488152,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,predios_lingue1",1033.089923,1135.988787,-102.8988648,1122.878679,1017.089923,105.7887568,0.094212099,0.672017031,0.704342737,0.684521988,0.752797145
259,0.49518159,"dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1033.155753,1135.988787,-102.8330341,1133.988787,1025.155753,108.8330341,0.095973642,0.701595347,0.703797801,0.724975,0.889470156
260,0.487753372,"mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1033.19198,1135.988787,-102.7968073,1133.988787,1019.19198,114.7968073,0.101232753,0.699451726,0.712633234,0.720475,0.870729938
261,0.494678745,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1033.219884,1135.988787,-102.768903,1122.878679,1019.219884,103.658795,0.092315222,0.691835648,0.705366996,0.739720437,0.925391176
262,0.471229376,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_plant87_lingue,predios_lingue1",1033.504667,1135.988787,-102.4841204,1122.878679,1017.504667,105.3740123,0.09384274,0.670511367,0.703659897,0.682812978,0.761402549
263,0.469928751,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,predios_lingue1",1033.509233,1135.988787,-102.4795542,1122.878679,1023.509233,99.36944616,0.088495265,0.670749355,0.698044763,0.690184675,0.811552737
264,0.486804463,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1033.532912,1135.988787,-102.455875,1122.878679,1017.532912,105.345767,0.093817586,0.687278115,0.705049963,0.732017141,0.853327348
265,0.485350891,"mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1033.565193,1135.988787,-102.4235944,1133.988787,1019.565193,114.4235944,0.100903638,0.698775531,0.711007227,0.719575,0.87374823
266,0.488014068,"mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1033.601258,1135.988787,-102.3875294,1133.988787,1019.601258,114.3875294,0.100871835,0.699890339,0.712621278,0.72,0.872218192
267,0.465353979,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,predios_lingue1",1033.774636,1135.988787,-102.2141511,1122.878679,1021.774636,101.1040431,0.090040042,0.668491587,0.698648344,0.684139374,0.749212723
268,0.4883587,"bn_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1033.792547,1135.988787,-102.1962407,1122.878679,1019.792547,103.0861327,0.091805228,0.689569371,0.703922059,0.737577798,0.942119644
269,0.486088932,"bn_lingue_87,dis_comunidades_lingue,pen_lingue15,predios_lingue1",1033.811345,1135.988787,-102.1774423,1122.878679,1023.811345,99.06733428,0.088226214,0.691203302,0.704300059,0.735715743,0.939602836
270,0.495948259,"mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1033.842059,1135.988787,-102.1467282,1133.988787,1021.842059,112.1467282,0.0988958,0.697814691,0.709990973,0.7203,0.868053297
271,0.48648843,"mat_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1033.855741,1135.988787,-102.1330461,1133.988787,1021.855741,112.1330461,0.098883734,0.696254409,0.706804718,0.718775,0.870664508
272,0.484724828,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1033.912004,1135.988787,-102.0767834,1122.878679,1017.912004,104.9666754,0.093479979,0.684076382,0.702416154,0.72724722,0.81136376
273,0.489360902,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1033.951364,1135.988787,-102.0374236,1122.878679,1019.951364,102.9273156,0.09166379,0.689910131,0.704391511,0.738853178,0.939241983
274,0.487288069,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1034.05399,1135.988787,-101.934797,1122.878679,1018.05399,104.824689,0.09335353,0.687817152,0.705507222,0.737679829,0.942998515
275,0.492703537,"dis_urbano_lingue,pen_lingue15",1034.164313,1135.988787,-101.8244748,1133.988787,1028.164313,105.8244748,0.093320565,0.700284795,0.701191408,0.725875,0.882364615
276,0.489132375,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,predios_lingue1",1034.297753,1135.988787,-101.6910344,1122.878679,1022.297753,100.5809263,0.089574171,0.687256369,0.707775224,0.712121212,0.92452399
277,0.471315863,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,predios_lingue1",1034.323079,1135.988787,-101.6657081,1122.878679,1022.323079,100.5556001,0.089551616,0.671831324,0.699038538,0.692556882,0.813106344
278,0.480698215,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1034.356977,1135.988787,-101.6318103,1122.878679,1016.356977,106.5217022,0.094864836,0.683448339,0.705177996,0.730027548,0.87403597
279,0.464870992,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,predios_lingue1",1034.369742,1135.988787,-101.6190455,1122.878679,1020.369742,102.5089375,0.091291196,0.66927198,0.700203023,0.685618814,0.747149275
280,0.488820012,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,predios_lingue1",1034.497797,1135.988787,-101.4909903,1122.878679,1020.497797,102.3808823,0.091177154,0.684618468,0.709457935,0.706407509,0.901863606
281,0.476303715,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1034.538204,1135.988787,-101.4505834,1122.878679,1018.538204,104.3404754,0.092922305,0.672816601,0.703251413,0.689240894,0.82727782
282,0.482604778,"bn_lingue_87,dis_comunidades_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1034.591901,1135.988787,-101.3968867,1122.878679,1022.591901,100.2867787,0.089312212,0.686473137,0.703714768,0.732323232,0.955497471
283,0.484256785,"bn_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1034.68479,1135.988787,-101.3039977,1122.878679,1018.68479,104.1938897,0.092791761,0.686006107,0.703989123,0.73479747,0.955133846
284,0.486386212,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,predios_lingue1",1034.694555,1135.988787,-101.2942323,1122.878679,1022.694555,100.1841242,0.089220791,0.682471283,0.704568317,0.708932762,0.890560778
285,0.488792045,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,predios_lingue1",1034.719355,1135.988787,-101.2694326,1122.878679,1024.719355,98.15932456,0.087417569,0.685350807,0.70342822,0.713013978,0.911817718
286,0.484418945,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1034.768367,1135.988787,-101.2204206,1122.878679,1018.768367,104.1103125,0.092717329,0.686030247,0.704464672,0.735409652,0.953934092
287,0.49773864,"dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1034.81329,1135.988787,-101.1754975,1133.988787,1024.81329,109.1754975,0.096275641,0.702351243,0.705830309,0.72525,0.887104625
288,0.478539071,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1034.859723,1135.988787,-101.1290639,1122.878679,1016.859723,106.0189559,0.094417107,0.680498851,0.702751477,0.725665748,0.827629077
289,0.469737944,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1034.86993,1135.988787,-101.118857,1122.878679,1016.86993,106.0087489,0.094408017,0.670319634,0.703800123,0.683195592,0.759893588
290,0.493627152,"dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1034.9061,1135.988787,-101.082687,1133.988787,1024.9061,109.082687,0.096193797,0.700863924,0.703247829,0.724525,0.889294172
291,0.491589219,"mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1034.952206,1135.988787,-101.0365813,1133.988787,1020.952206,113.0365813,0.099680511,0.697410056,0.70985348,0.72245,0.868706441
292,0.47026051,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_plant87_lingue,predios_lingue1",1034.983088,1135.988787,-101.0056993,1122.878679,1022.983088,99.89559123,0.088963833,0.668228113,0.698252053,0.688271605,0.822664271
293,0.493383244,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1035.018366,1135.988787,-100.9704214,1122.878679,1019.018366,103.8603134,0.092494688,0.691285553,0.704300059,0.738572595,0.928055442
294,0.484984465,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,pen_lingue15,predios_lingue1",1035.085814,1135.988787,-100.9029738,1122.878679,1023.085814,99.79286571,0.088872349,0.685689281,0.700550539,0.726124885,0.810499139
295,0.495778865,"dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1035.132851,1135.988787,-100.8559364,1133.988787,1025.132851,108.8559364,0.095993838,0.702166468,0.704001052,0.7257,0.887115557
296,0.487139234,"mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1035.184226,1135.988787,-100.8045618,1133.988787,1019.184226,114.8045618,0.101239592,0.699109122,0.71235227,0.72045,0.872101969
297,0.49122906,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,pen_lingue15,predios_lingue1",1035.248744,1135.988787,-100.7400436,1122.878679,1023.248744,99.62993552,0.088727248,0.692498794,0.704025704,0.738547087,0.923328359
298,0.498507933,"dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15",1035.275148,1135.988787,-100.7136393,1133.988787,1027.275148,106.7136393,0.094104669,0.701882506,0.703546727,0.727225,0.879694269
299,0.485355531,"bn_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1035.307839,1135.988787,-100.6809482,1122.878679,1023.307839,99.57084015,0.08867462,0.690123386,0.70272709,0.734185287,0.94297201
300,0.466162678,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_plant87_lingue,predios_lingue1",1035.339504,1135.988787,-100.6492833,1122.878679,1021.339504,101.5391752,0.090427557,0.666098948,0.69861786,0.682302826,0.758933584
301,0.486028562,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1035.387341,1135.988787,-100.6014461,1122.878679,1017.387341,105.4913381,0.093947227,0.686894426,0.704031801,0.730818284,0.856175796
302,0.489155691,"dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1035.465189,1135.988787,-100.5235988,1133.988787,1027.465189,106.5235988,0.093937083,0.700274343,0.701203364,0.72615,0.882848044
303,0.483469656,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue",1035.510435,1135.988787,-100.4783527,1133.988787,1023.510435,110.4783527,0.097424555,0.684919153,0.715466789,0.702125,0.806087204
304,0.49171087,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,predios_lingue1",1035.740283,1135.988787,-100.2485041,1122.878679,1021.740283,101.138396,0.090070635,0.683824991,0.706013254,0.712580349,0.893428892
305,0.489598832,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,predios_lingue1",1035.773608,1135.988787,-100.2151793,1122.878679,1023.773608,99.10507123,0.088259821,0.686509362,0.70486706,0.716483012,0.914339122
306,0.487334586,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_plant87_lingue,predios_lingue1",1035.785408,1135.988787,-100.2033798,1122.878679,1021.785408,101.0932717,0.090030449,0.684590137,0.708025192,0.711815121,0.937748778
307,0.488172393,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1035.792057,1135.988787,-100.1967309,1122.878679,1019.792057,103.0866228,0.091805664,0.689486504,0.703909865,0.73745026,0.941864069
308,0.471170207,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1035.809288,1135.988787,-100.1794997,1122.878679,1021.809288,101.0693916,0.090009182,0.669052878,0.699300699,0.690694827,0.824324056
309,0.486088932,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,pen_lingue15,predios_lingue1",1035.81134,1135.988787,-100.1774474,1122.878679,1023.81134,99.06733935,0.088226218,0.691213809,0.704324446,0.735741251,0.939638571
310,0.489860176,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,predios_lingue1",1035.87644,1135.988787,-100.1123473,1122.878679,1021.87644,101.0022392,0.089949378,0.687213989,0.707305772,0.713677176,0.925055503
311,0.485234914,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_plant87_lingue,predios_lingue1",1035.913207,1135.988787,-100.0755802,1122.878679,1023.913207,98.96547217,0.088135499,0.682405575,0.704842673,0.713269054,0.928501617
312,0.483030154,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_plant87_lingue,predios_lingue1",1035.919832,1135.988787,-100.0689553,1122.878679,1021.919832,100.9588472,0.089910735,0.67990034,0.705409673,0.708907254,0.908045032
313,0.486493076,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1035.936285,1135.988787,-100.0525029,1122.878679,1017.936285,104.9423948,0.093458356,0.68757656,0.70469635,0.737271707,0.944025379
314,0.464861968,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1035.951125,1135.988787,-100.0376625,1122.878679,1019.951125,102.9275545,0.091664003,0.6666033,0.699892087,0.683501684,0.756908027
315,0.480615231,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1035.957821,1135.988787,-100.0309665,1122.878679,1021.957821,100.9208584,0.089876903,0.680993237,0.700251797,0.723395572,0.827681155
316,0.486191109,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_plant87_lingue,predios_lingue1",1035.999353,1135.988787,-99.98943481,1122.878679,1019.999353,102.8793268,0.091621053,0.682393289,0.709073838,0.707274768,0.916046735
317,0.486251492,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1036.041789,1135.988787,-99.94699859,1122.878679,1022.041789,100.8368905,0.089802124,0.687776289,0.703745252,0.73543516,0.943922533
318,0.491439522,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,predios_lingue1",1036.047778,1135.988787,-99.94100965,1122.878679,1020.047778,102.8309016,0.091577927,0.684815857,0.709329903,0.707937966,0.902419575
319,0.488284172,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,predios_lingue1",1036.144535,1135.988787,-99.84425216,1122.878679,1022.144535,100.7341441,0.089710621,0.687447761,0.707500869,0.713575145,0.917206996
320,0.492684795,"dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1036.162984,1135.988787,-99.8258035,1133.988787,1028.162984,105.8258035,0.093321737,0.700172597,0.701095761,0.725675,0.882885516
321,0.486270073,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,pen_lingue15,predios_lingue1",1036.166529,1135.988787,-99.82225838,1122.878679,1022.166529,100.7121503,0.089691034,0.688571716,0.702958767,0.732017141,0.863156709
322,0.4818194,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue",1036.23031,1135.988787,-99.75847744,1133.988787,1026.23031,107.7584774,0.095026052,0.683508925,0.711455575,0.7057,0.798289375
323,0.482891417,"bn_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1036.23114,1135.988787,-99.7576478,1122.878679,1022.23114,100.6475397,0.089633494,0.686128182,0.702342993,0.732170187,0.956099903
324,0.480518429,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1036.280382,1135.988787,-99.70840587,1122.878679,1016.280382,106.5982978,0.09493305,0.683312696,0.70469635,0.729746965,0.875868701
325,0.49618359,"dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1036.533949,1135.988787,-99.45483852,1133.988787,1024.533949,109.4548385,0.096521976,0.701597237,0.705226535,0.72485,0.88691753
326,0.495463708,"dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1036.567649,1135.988787,-99.42113865,1133.988787,1026.567649,107.4211387,0.094728572,0.701909317,0.70406681,0.7278,0.879955685
327,0.482595534,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1036.591889,1135.988787,-99.39689886,1122.878679,1022.591889,100.2867908,0.089312223,0.686459204,0.703690381,0.732297725,0.955470107
328,0.484446747,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1036.619841,1135.988787,-99.36894668,1122.878679,1022.619841,100.2588386,0.089287329,0.68477415,0.699001957,0.724492399,0.812584865
329,0.4880001,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,predios_lingue1",1036.636378,1135.988787,-99.35240932,1122.878679,1024.636378,98.24230127,0.087491466,0.685668891,0.70382451,0.713728191,0.906398637
330,0.491734267,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1036.675222,1135.988787,-99.31356562,1122.878679,1022.675222,100.2034576,0.089238009,0.691441902,0.702586864,0.737705336,0.927899315
331,0.484034453,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1036.68349,1135.988787,-99.30529698,1122.878679,1018.68349,104.1951889,0.092792918,0.68588445,0.703946446,0.734848485,0.954836791
332,0.481981027,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue",1036.703116,1135.988787,-99.28567153,1133.988787,1022.703116,111.2856715,0.098136483,0.682874407,0.715018442,0.6976,0.760299815
333,0.482304388,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue",1036.74293,1135.988787,-99.24585789,1133.988787,1022.74293,111.2458579,0.098101374,0.68466687,0.715078222,0.703825,0.806379382
334,0.480440075,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue",1036.759514,1135.988787,-99.22927339,1133.988787,1024.759514,109.2292734,0.096323063,0.683970583,0.711951746,0.708975,0.799231744
335,0.497781095,"dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1036.80496,1135.988787,-99.18382742,1133.988787,1024.80496,109.1838274,0.096282987,0.702706244,0.705734662,0.7257,0.885681588
336,0.494204406,"dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1036.886442,1135.988787,-99.10234588,1133.988787,1024.886442,109.1023459,0.096211133,0.70141813,0.703600528,0.72525,0.887173179
337,0.483136536,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1036.951831,1135.988787,-99.03695652,1122.878679,1020.951831,101.9268485,0.090772806,0.684078849,0.70310509,0.729491889,0.883010432
338,0.480878044,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_plant87_lingue",1036.971072,1135.988787,-99.01771578,1133.988787,1022.971072,111.0177158,0.097900188,0.682477911,0.715371142,0.702725,0.81788843
339,0.487813882,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1036.976769,1135.988787,-99.01201827,1122.878679,1020.976769,101.9019102,0.090750597,0.68067517,0.706062029,0.710616264,0.910180245
340,0.486297945,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1036.978864,1135.988787,-99.00992343,1122.878679,1022.978864,99.89981537,0.088967595,0.683095029,0.705647448,0.715284155,0.930873638
341,0.498640161,"dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1037.263102,1135.988787,-98.72568519,1133.988787,1027.263102,106.7256852,0.094115291,0.701528729,0.703564661,0.72665,0.881307261
342,0.485731425,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1037.305061,1135.988787,-98.68372594,1122.878679,1023.305061,99.57361789,0.088677094,0.690351482,0.702885606,0.734516886,0.94365035
343,0.48710203,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1037.344422,1135.988787,-98.64436525,1122.878679,1021.344422,101.5342572,0.090423177,0.684530737,0.707714256,0.713677176,0.938089069
344,0.478764359,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_plant87_lingue",1037.372182,1135.988787,-98.61660545,1133.988787,1025.372182,108.6166054,0.095782786,0.68035989,0.711987614,0.704875,0.813198097
345,0.480633671,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue",1037.449984,1135.988787,-98.53880359,1133.988787,1025.449984,108.5388036,0.095714177,0.681521952,0.710594748,0.699925,0.757406227
346,0.489048444,"dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1037.463855,1135.988787,-98.524932,1133.988787,1027.463855,106.524932,0.093938259,0.70013083,0.701149563,0.725925,0.883465582
347,0.488573012,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,dis_plant87_lingue,predios_lingue1",1037.529102,1135.988787,-98.45968565,1122.878679,1019.529102,103.3495776,0.092039843,0.682450746,0.708854354,0.707963473,0.916656909
348,0.486883493,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1037.620228,1135.988787,-98.36855917,1122.878679,1021.620228,101.2584511,0.090177553,0.687416744,0.70257467,0.735180084,0.945096712
349,0.481302429,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1037.621807,1135.988787,-98.36698078,1122.878679,1021.621807,101.2568727,0.090176147,0.680679169,0.698910505,0.722222222,0.82809984
350,0.486330463,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_plant87_lingue,predios_lingue1",1037.638753,1135.988787,-98.35003488,1122.878679,1021.638753,101.2399268,0.090161055,0.684759385,0.708171515,0.713039486,0.931207798
351,0.48759979,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1037.645995,1135.988787,-98.34279272,1122.878679,1021.645995,101.2326847,0.090154606,0.687935959,0.702074734,0.731098867,0.868692447
