model_id,fom,variables,aic,null_aic,delta_aic,null_deviance,residual_dev,dev_explained,MCFaddenPseudoR2,spatial_auc,training_auc,test_auc,toc_auc
98,0.485109679,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1018.065784,1135.988787,-117.9230036,1122.878679,1002.065784,120.8128955,0.107592118,0.703869403,0.718353138,0.739337823,0.929553118
99,0.485954266,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15",1018.151425,1135.988787,-117.8373627,1133.988787,1006.151425,127.8373627,0.112732475,0.705359614,0.722999026,0.733475,0.812052441
100,0.489752827,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1018.181132,1135.988787,-117.8076555,1133.988787,1006.181132,127.8076555,0.112706278,0.712068935,0.725641286,0.742925,0.934556577
101,0.481916372,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1018.322558,1135.988787,-117.6662293,1133.988787,1004.322558,129.6662293,0.114345248,0.705581166,0.725808669,0.735425,0.83458238
102,0.485555056,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1018.566494,1135.988787,-117.4222936,1133.988787,1000.566494,133.4222936,0.117657507,0.706020802,0.726920571,0.735075,0.840678266
103,0.492708222,"cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1018.571022,1135.988787,-117.4177653,1122.878679,1006.571022,116.3076572,0.103579896,0.70676706,0.71077484,0.740230589,0.87045117
104,0.483104157,"mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1018.675354,1135.988787,-117.3134332,1133.988787,1004.675354,129.3134332,0.114034137,0.70330447,0.72292729,0.7341,0.839800467
105,0.485926407,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1018.813455,1135.988787,-117.175332,1133.988787,1000.813455,133.175332,0.117439726,0.706993406,0.726460267,0.735,0.820776799
106,0.48759979,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15",1018.841199,1135.988787,-117.1475888,1133.988787,1004.841199,129.1475888,0.113887889,0.707772857,0.725157071,0.73755,0.816795502
107,0.483187419,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1018.883079,1135.988787,-117.1057088,1133.988787,1004.883079,129.1057088,0.113850957,0.704180591,0.722652304,0.7331,0.807019261
108,0.48710203,"bn_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1019.01616,1135.988787,-116.9726276,1133.988787,1007.01616,126.9726276,0.111969915,0.710147737,0.722616436,0.7416,0.935760978
109,0.491986998,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1019.023559,1135.988787,-116.9652287,1133.988787,1005.023559,128.9652287,0.113727076,0.713053679,0.726543959,0.745375,0.919969278
110,0.48529522,"mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1019.085603,1135.988787,-116.903184,1133.988787,1003.085603,130.903184,0.115436048,0.704405428,0.72530652,0.736475,0.835350932
111,0.486804463,"bn_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1019.10903,1135.988787,-116.8797569,1133.988787,1007.10903,126.8797569,0.111888017,0.709616608,0.722915334,0.74015,0.94069674
112,0.482993155,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1019.120351,1135.988787,-116.8684365,1133.988787,1001.120351,132.8684365,0.117169092,0.706767809,0.727859111,0.73345,0.834038762
113,0.487474155,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1019.192632,1135.988787,-116.7961555,1133.988787,1007.192632,126.7961555,0.111814294,0.710330923,0.723285968,0.739975,0.933503462
114,0.484242888,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1019.207761,1135.988787,-116.7810262,1133.988787,1001.207761,132.7810262,0.11709201,0.704669508,0.725402168,0.73225,0.824950408
115,0.487930263,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15",1019.363865,1135.988787,-116.6249224,1133.988787,1009.363865,124.6249224,0.109899607,0.711617491,0.723106629,0.7451,0.924151021
116,0.487195044,"bn_lingue_87,dis_urbano_lingue,pen_lingue15",1019.421705,1135.988787,-116.5670825,1133.988787,1011.421705,122.5670825,0.108084916,0.709577894,0.720332853,0.741925,0.925698836
117,0.48664643,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1019.578608,1135.988787,-116.4101793,1133.988787,1003.578608,130.4101793,0.115001295,0.706457426,0.724977732,0.736525,0.811800541
118,0.484136347,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1019.770842,1135.988787,-116.2179455,1133.988787,1005.770842,128.2179455,0.113068089,0.703452193,0.722700127,0.73155,0.822043006
119,0.490836359,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1019.808721,1135.988787,-116.1800669,1133.988787,1005.808721,128.1800669,0.113034686,0.711194529,0.723710403,0.74255,0.921376203
120,0.48974816,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1019.885504,1135.988787,-116.1032838,1133.988787,1005.885504,128.1032838,0.112966976,0.711246723,0.724738613,0.7437,0.93402498
121,0.491406779,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1019.901558,1135.988787,-116.0872296,1133.988787,1005.901558,128.0872296,0.112952818,0.710694327,0.724260376,0.742275,0.927033275
122,0.488316777,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1019.910206,1135.988787,-116.0785809,1133.988787,1005.910206,128.0785809,0.112945192,0.710368137,0.725778779,0.742,0.940946818
123,0.491734267,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1020.02878,1135.988787,-115.9600073,1122.878679,1006.02878,116.8498993,0.1040628,0.7075173,0.712280745,0.741403938,0.866784832
124,0.488843318,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1020.136907,1135.988787,-115.8518801,1133.988787,1006.136907,127.8518801,0.112745277,0.711653017,0.725993986,0.74185,0.93240438
125,0.48169474,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1020.313701,1135.988787,-115.6750863,1133.988787,1004.313701,129.6750863,0.114353059,0.705348545,0.725850515,0.735075,0.829270565
126,0.49120568,"cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1020.41459,1135.988787,-115.5741975,1122.878679,1006.41459,116.4640894,0.10371921,0.706214544,0.710817517,0.740256096,0.870658299
127,0.485448326,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15",1020.474014,1135.988787,-115.5147734,1133.988787,1008.474014,125.5147734,0.110684316,0.712336857,0.723578888,0.74795,0.910274448
128,0.481607029,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1020.499742,1135.988787,-115.4890452,1133.988787,1004.499742,129.4890452,0.114189,0.702181345,0.722873488,0.731275,0.817319122
129,0.485717499,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15",1020.504803,1135.988787,-115.4839846,1133.988787,1010.504803,123.4839846,0.108893479,0.710318946,0.720787178,0.743275,0.911492237
130,0.493739752,"cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,predios_lingue1",1020.528498,1135.988787,-115.4602896,1122.878679,1010.528498,112.3501815,0.100055494,0.705236181,0.707811805,0.741582492,0.862444624
131,0.484493087,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1020.529772,1135.988787,-115.4590158,1133.988787,1000.529772,133.4590158,0.11768989,0.705443426,0.72668743,0.7342,0.829958399
132,0.488880609,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1020.550463,1135.988787,-115.4383249,1133.988787,1008.550463,125.4383249,0.110616901,0.710649648,0.722287648,0.74515,0.924464093
133,0.492089988,"cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1020.559626,1135.988787,-115.4291616,1122.878679,1006.559626,116.3190535,0.103590046,0.706361101,0.710744356,0.74000102,0.872091821
134,0.484548698,"bn_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1020.617803,1135.988787,-115.3709848,1133.988787,1010.617803,123.3709848,0.108793831,0.708730793,0.719860594,0.74095,0.926345767
135,0.490752235,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1020.726237,1135.988787,-115.2625502,1133.988787,1004.726237,129.2625502,0.113989267,0.712197558,0.725378256,0.745775,0.919355414
136,0.490985935,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1020.757843,1135.988787,-115.2309443,1133.988787,1004.757843,129.2309443,0.113961395,0.71140889,0.727016218,0.7443,0.927185487
137,0.485476167,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1020.826017,1135.988787,-115.1627709,1133.988787,1008.826017,125.1627709,0.110373905,0.709140394,0.723835941,0.7427,0.934574105
138,0.486237557,"bn_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1020.851464,1135.988787,-115.137323,1133.988787,1006.851464,127.137323,0.11211515,0.708859964,0.722353405,0.740775,0.940467372
139,0.487050877,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1020.927518,1135.988787,-115.0612696,1133.988787,1006.927518,127.0612696,0.112048083,0.709567022,0.722873488,0.7406,0.932840581
140,0.486284009,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1021.035947,1135.988787,-114.9528402,1133.988787,1007.035947,126.9528402,0.111952465,0.70907371,0.722712083,0.739275,0.938298414
141,0.484701651,"bn_lingue_87,mat_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1021.046828,1135.988787,-114.9419595,1133.988787,1003.046828,130.9419595,0.115470242,0.703856092,0.725007622,0.735225,0.824477712
142,0.486335109,"bn_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1021.067675,1135.988787,-114.9211128,1133.988787,1011.067675,122.9211128,0.108397115,0.707650815,0.720308941,0.739575,0.933788917
143,0.499727204,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,predios_lingue1",1021.237179,1135.988787,-114.7516085,1122.878679,1009.237179,113.6415004,0.101205502,0.707207282,0.710268807,0.743801653,0.857783382
144,0.488969184,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,pen_lingue15",1021.247395,1135.988787,-114.7413921,1133.988787,1011.247395,122.7413921,0.108238629,0.708729499,0.720398611,0.7404,0.921215527
145,0.489869511,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15",1021.260839,1135.988787,-114.7279485,1133.988787,1009.260839,124.7279485,0.10999046,0.710874956,0.722891422,0.743175,0.920632065
146,0.487813882,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1021.597543,1135.988787,-114.3912445,1133.988787,1005.597543,128.3912445,0.113220912,0.709490875,0.725001644,0.7426,0.940670447
147,0.486832355,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1021.627568,1135.988787,-114.361219,1133.988787,1007.627568,126.361219,0.111430748,0.711484963,0.723291946,0.7473,0.910547595
148,0.490112273,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1021.646201,1135.988787,-114.3425863,1133.988787,1005.646201,128.3425863,0.113178003,0.709920458,0.723584866,0.74225,0.926904727
149,0.483478912,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1021.67748,1135.988787,-114.3113075,1133.988787,1009.67748,124.3113075,0.109623048,0.709572354,0.720350787,0.743975,0.911821294
150,0.490233683,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1021.826969,1135.988787,-114.1618187,1122.878679,1005.826969,117.0517106,0.104242527,0.706972159,0.712122228,0.741505969,0.866885651
151,0.488698832,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15",1021.827427,1135.988787,-114.16136,1133.988787,1005.827427,128.16136,0.11301819,0.710752573,0.724517429,0.74285,0.931444743
152,0.487181091,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue",1021.866401,1135.988787,-114.1223862,1133.988787,1005.866401,128.1223862,0.112983821,0.709958643,0.725635308,0.740975,0.9390223
153,0.491360007,"cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1021.923024,1135.988787,-114.0657639,1122.878679,1009.923024,112.9556558,0.100594711,0.705422594,0.708500741,0.741863075,0.863433149
154,0.484942731,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1021.934236,1135.988787,-114.054551,1133.988787,1007.934236,126.054551,0.111160315,0.70995423,0.724415803,0.7461,0.921087447
155,0.490504593,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1021.995085,1135.988787,-113.9937024,1122.878679,1005.995085,116.8835944,0.104092808,0.706785523,0.711884454,0.740562188,0.869595038
156,0.487488114,"bn_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1022.008745,1135.988787,-113.9800427,1133.988787,1008.008745,125.9800427,0.111094611,0.707964046,0.722341449,0.74345,0.935181711
157,0.484701651,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1022.149021,1135.988787,-113.8397666,1133.988787,1010.149021,123.8397666,0.109207223,0.708433771,0.721068143,0.74165,0.920405283
158,0.482761954,"bn_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1022.262405,1135.988787,-113.7263826,1133.988787,1010.262405,123.7263826,0.109107236,0.706650106,0.719675277,0.73935,0.934514122
159,0.49063074,"cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1022.402065,1135.988787,-113.5867224,1122.878679,1006.402065,116.4766143,0.103730364,0.705781631,0.710707775,0.739720437,0.872389844
160,0.485234914,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1022.411512,1135.988787,-113.5772756,1133.988787,1010.411512,123.5772756,0.108975747,0.70783315,0.719860594,0.739675,0.920976541
161,0.490172976,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15",1022.42297,1135.988787,-113.5658176,1133.988787,1008.42297,125.5658176,0.110729329,0.709933953,0.722359383,0.743475,0.920560624
162,0.491603255,"cul_prad_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1022.439313,1135.988787,-113.5494742,1122.878679,1010.439313,112.4393662,0.100134919,0.704245007,0.707598417,0.740817264,0.866910313
163,0.490168306,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1022.443791,1135.988787,-113.5449968,1133.988787,1004.443791,129.5449968,0.11423834,0.710454891,0.725826603,0.744875,0.926831344
164,0.494500245,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,predios_lingue1",1022.576723,1135.988787,-113.4120648,1122.878679,1008.576723,114.3019568,0.101793683,0.707521014,0.711073582,0.744464851,0.858262498
165,0.485151421,"mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15,predios_lingue1",1022.705037,1135.988787,-113.2837505,1122.878679,1010.705037,112.1736424,0.099898274,0.697337721,0.710439517,0.721992654,0.868375719
166,0.486088932,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1022.726799,1135.988787,-113.2619885,1133.988787,1008.726799,125.2619885,0.1104614,0.708410495,0.723381615,0.740875,0.931063664
167,0.48609822,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1022.76122,1135.988787,-113.2275679,1133.988787,1006.76122,127.2275679,0.112194732,0.708267163,0.722502854,0.739325,0.937806614
168,0.487143885,"bn_lingue_87,mat_lingue_87,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue",1022.893513,1135.988787,-113.0952747,1133.988787,1010.893513,123.0952747,0.108550698,0.706751948,0.720380677,0.738525,0.929479814
169,0.485814982,"bn_lingue_87,cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1023.08379,1135.988787,-112.9049974,1133.988787,1007.08379,126.9049974,0.111910275,0.708816927,0.723668558,0.745525,0.921617076
170,0.497606571,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1023.084842,1135.988787,-112.9039453,1122.878679,1009.084842,113.7938373,0.101341168,0.705809778,0.710207839,0.742755841,0.863908829
171,0.483122659,"bn_lingue_87,cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1023.320578,1135.988787,-112.6682097,1133.988787,1009.320578,124.6682097,0.10993778,0.707460417,0.720560016,0.742175,0.920896025
172,0.488479825,"mat_lingue_87,dis_urbano_lingue,pen_lingue15,predios_lingue1",1023.437188,1135.988787,-112.5515999,1122.878679,1013.437188,109.4414918,0.097465108,0.694730874,0.707074094,0.722757882,0.861625424
173,0.486716146,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1023.539568,1135.988787,-112.4492196,1133.988787,1005.539568,128.4492196,0.113272037,0.709017489,0.72492393,0.741375,0.938384647
174,0.488559033,"cul_prad_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_caminos_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1023.789641,1135.988787,-112.1991463,1122.878679,1005.789641,117.0890382,0.104275769,0.706185256,0.711719841,0.741021324,0.869903107
175,0.490663448,"cul_prad_lingue_87,dis_urbano_lingue,dis_caminos_lingue,pen_lingue15",1023.807526,1135.988787,-112.1812616,1133.988787,1013.807526,120.1812616,0.105980996,0.708321089,0.71329081,0.737675,0.868652526
176,0.490476564,"cul_prad_lingue_87,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue,predios_lingue1",1023.836653,1135.988787,-112.1521347,1122.878679,1009.836653,113.0420267,0.10067163,0.704149671,0.70829345,0.740511172,0.86808026
177,0.487125282,"bn_lingue_87,mat_lingue_87,dis_comunidades_lingue,dis_urbano_lingue,dis_hid_lingue,pen_lingue15,dis_plant87_lingue",1023.8856,1135.988787,-112.1031876,1133.988787,1007.8856,126.1031876,0.111203205,0.707251669,0.722478943,0.741825,0.931205192
